,bm
2012-06-06,0.006832632
2012-06-07,0.0022629860000000003
2012-06-08,-0.015181531000000002
2012-06-11,0.020623228
2012-06-12,-0.007755276
2012-06-13,0.0020563879999999997
2012-06-14,0.0014362479999999998
2012-06-15,0.012711637
2012-06-18,0.016193323
2012-06-19,-0.005775429
2012-06-20,0.010817351999999999
2012-06-21,-0.00594677
2012-06-22,-0.011763538
2012-06-25,-0.007264268000000001
2012-06-26,-0.0042684970000000004
2012-06-27,0.009389231999999999
2012-06-28,0.0016187570000000002
2012-06-29,0.013526918
2012-07-02,0.007967639
2012-07-03,0.011858281000000002
2012-07-04,0.00390729
2012-07-05,-0.001947315
2012-07-06,-0.005848236999999999
2012-07-09,-0.000978727
2012-07-10,-0.010794548999999999
2012-07-11,0.00297633
2012-07-12,-0.017804985
2012-07-13,-0.003021292
2012-07-16,0.0
2012-07-17,0.007071926
2012-07-18,-0.013040598999999998
2012-07-19,0.02032529
2012-07-20,-0.0009969339999999999
2012-07-23,-0.017944424
2012-07-24,-0.0026414909999999997
2012-07-25,-0.00529164
2012-07-26,0.0016383020000000001
2012-07-27,0.020023664
2012-07-30,0.006610889
2012-07-31,0.016915348
2012-08-01,0.001956185
2012-08-03,-0.005859655
2012-08-06,0.012771609
2012-08-07,0.000968283
2012-08-08,0.0029071170000000003
2012-08-09,0.021255372999999998
2012-08-10,-0.0009444669999999999
2012-08-13,0.003786403
2012-08-14,0.004718858
2012-08-15,-0.0037568640000000004
2012-08-16,0.0028276559999999996
2012-08-17,-0.004698651
2012-08-20,-0.002832994
2012-08-21,0.011364171999999999
2012-08-22,-0.0009371910000000001
2012-08-23,-0.00093807
2012-08-24,-0.003750888
2012-08-27,0.001882505
2012-08-28,-0.0131577
2012-08-29,0.003810536
2012-08-30,-0.0028464320000000003
2012-08-31,0.0038044140000000003
2012-09-03,0.007582475
2012-09-04,-0.0018807370000000002
2012-09-05,-0.013194906000000001
2012-09-06,-0.003821455
2012-09-07,0.015341947
2012-09-10,0.007553827
2012-09-11,-0.00093807
2012-09-12,0.014071975
2012-09-13,0.001849419
2012-09-14,0.024931954
2012-09-17,0.0018011
2012-09-18,-0.0035957240000000002
2012-09-19,0.004512057
2012-09-20,-0.007187334
2012-09-21,0.003618497
2012-09-24,0.0009025439999999999
2012-09-25,-0.0036045609999999996
2012-09-26,-0.007232832
2012-09-27,0.003643957
2012-09-28,0.000905898
2012-10-01,-0.0027199859999999998
2012-10-02,0.004547263
2012-10-03,-0.0045266790000000005
2012-10-04,0.000909929
2012-10-05,0.000909102
2012-10-08,-0.008167351
2012-10-09,-0.004573982
2012-10-11,-0.020222332
2012-10-12,-0.002814395
2012-10-15,0.001883202
2012-10-16,0.004694235
2012-10-17,-0.001868431
2012-10-18,0.004681048
2012-10-19,-0.00745527
2012-10-22,-0.0065738969999999996
2012-10-23,0.0
2012-10-24,-0.000978246
2012-10-25,-0.009804432
2012-10-26,-0.011684033
2012-10-29,0.001803596
2012-10-30,0.008999214
2012-10-31,-0.000989881
2012-11-01,-0.00099337
2012-11-02,0.006952971
2012-11-05,-0.00394498
2012-11-06,0.007921209
2012-11-07,0.004910606
2012-11-08,-0.007820552
2012-11-09,0.006898166999999999
2012-11-12,-0.0039140979999999995
2012-11-13,-0.016701524
2012-11-14,0.001998111
2012-11-15,-0.002989929
2012-11-16,-0.001201075
2012-11-19,0.006207531999999999
2012-11-20,0.001990157
2012-11-21,-0.007545568000000001
2012-11-22,0.004602244
2012-11-23,0.02987954
2012-11-26,0.009671700000000002
2012-11-27,0.0038316220000000002
2012-11-28,0.000953043
2012-11-29,0.012394632
2012-11-30,0.00847383
2012-12-03,-0.0009325760000000001
2012-12-04,-0.00093581
2012-12-05,0.005613021
2012-12-06,-0.0027920209999999996
2012-12-07,0.005597319
2012-12-10,-0.003710775
2012-12-11,-0.0009299719999999999
2012-12-12,0.008386965
2012-12-13,0.011091169
2012-12-14,-0.009141254
2012-12-17,-0.012913488999999998
2012-12-18,0.0009334460000000001
2012-12-19,0.0028000890000000004
2012-12-20,-0.012103761000000001
2012-12-21,-0.004711596
2012-12-22,0.0028398620000000003
2012-12-24,-0.004720495
2012-12-25,0.017076301000000002
2012-12-26,-0.0018634139999999999
2012-12-27,-0.00093581
2012-12-28,0.006547341999999999
2013-01-02,0.011153018999999998
2013-01-03,0.008271339
2013-01-04,-0.006380232
2013-01-07,-0.004586241
2013-01-08,-0.006453116
2013-01-09,0.003710775
2013-01-10,0.007394113000000001
2013-01-11,-0.00091632
2013-01-14,0.0009171610000000001
2013-01-15,-0.009174801
2013-01-16,-0.005555855
2013-01-17,-0.007446839
2013-01-18,0.012194571999999999
2013-01-21,-0.000928005
2013-01-22,0.0027842540000000003
2013-01-23,-0.000926288
2013-01-24,-0.005555855
2013-01-25,-0.003722242
2013-01-28,0.004671959
2013-01-29,0.013953051000000001
2013-01-30,0.00183496
2013-01-31,0.0
2013-02-01,0.0036631990000000002
2013-02-04,0.007299656999999999
2013-02-05,-0.0036233790000000004
2013-02-06,0.007273111999999999
2013-02-18,0.003610298
2013-02-19,0.000898191
2013-02-20,0.008085549000000001
2013-02-21,-0.007128257
2013-02-22,-0.0035908520000000003
2013-02-23,0.005405689
2013-02-25,-0.0017922079999999998
2013-02-26,-0.010772555
2013-02-27,0.0018149779999999999
2013-03-01,0.0036233790000000004
2013-03-04,-0.011732326999999999
2013-03-05,0.008218451
2013-03-06,0.004528079
2013-03-07,-0.000900622
2013-03-08,0.007220596
2013-03-11,0.0017922079999999998
2013-03-12,-0.006262637
2013-03-13,0.001800276
2013-03-14,-0.000897385
2013-03-15,-0.007194621
2013-03-18,-0.012681827
2013-03-19,0.00183496
2013-03-20,-0.00640944
2013-03-21,0.000920542
2013-03-22,-0.002761415
2013-03-25,0.007387276
2013-03-26,0.0
2013-03-27,0.002748755
2013-03-28,-0.00274122
2013-03-29,0.01008186
2013-04-01,-0.0018149779999999999
2013-04-02,-0.002728566
2013-04-03,0.0027360320000000002
2013-04-08,-0.020909047
2013-04-09,-0.0027868359999999996
2013-04-10,0.0018622979999999999
2013-04-11,0.010224776
2013-04-12,0.0
2013-04-15,-0.008281265
2013-04-16,0.001855388
2013-04-17,-0.001851952
2013-04-18,-0.000926521
